movie id,movie title,genres,movie_summary
210,Indiana Jones and the Last Crusade (1989),"Action,Adventure","Indiana Jones and the Last Crusade is a 1989 American action-adventure film directed by Steven Spielberg, from a story co-written by executive producer George Lucas. It is the third installment in the Indiana Jones franchise. Harrison Ford reprises the title role, while his father is portrayed by Sean Connery. Other cast members featured include Alison Doody, Denholm Elliott, Julian Glover, River Phoenix, and John Rhys-Davies. In the film, set largely in 1938, Indiana searches for his father, a Holy Grail scholar, who has been kidnapped by Nazis.
After the mixed reaction to Indiana Jones and the Temple of Doom, Spielberg chose to tone down the gore in the next installment. During the five years between Temple of Doom and Last Crusade, he and executive producer Lucas reviewed several scripts before accepting Jeffrey Boam's. Filming locations included Spain, Italy, West Germany, Jordan, the United Kingdom, and the United States.The film was released in North America on May 24, 1989 to mostly positive reviews and a financial success, earning $474.2 million at the worldwide box office totals. It won an Oscar for Best Sound Effects Editing.
It is the first film in the franchise to receive a PG-13 rating, as the previous installments were rated PG, because the PG-13 rating did not exist at the time those films were released."
211,M*A*S*H (1970),"Comedy,War","Yuhanna ibn Masawaih  (circa 777–857), (Arabic: يوحنا بن ماسويه‎), also written Ibn Masawaih, Masawaiyh, and in Latin Janus Damascenus, or Mesue, Masuya, Mesue Major, Msuya, and Mesuë the Elder was a Persian or Assyrian Nestorian Christian physician from the Academy of Gundishapur. According to The Canon of Medicine for Avicenna and 'Uyun al-Anba for the medieval Arabic historian Ibn Abi Usaybi'a, Masawaiyh's father was Assyrian and his mother was Slavic."
212,"Unbearable Lightness of Being, The (1988)",Drama,"The Unbearable Lightness of Being is a 1988 American drama film, an adaptation of the novel of the same name by Milan Kundera. It is directed and written by Philip Kaufman, co-written by Jean-Claude Carrière, and stars Daniel Day-Lewis, Juliette Binoche and Lena Olin. The film portrays Czechoslovak artistic and intellectual life during the Prague Spring, and the effect on the main characters of the communist repression that resulted from the Warsaw Pact invasion of Czechoslovakia in 1968.

"
213,"Room with a View, A (1986)","Drama,Romance","A Room with a View is a 1985 British romance film directed by James Ivory with a screenplay written by Ruth Prawer Jhabvala, and produced by Ismail Merchant, of E. M. Forster's novel of the same name (1908). It stars Helena Bonham Carter as Lucy and Julian Sands as George, and features Maggie Smith, Denholm Elliott, Daniel Day-Lewis, Judi Dench and Simon Callow in supporting roles.
Set in England and Italy, it is about a young woman named Lucy Honeychurch in the restrictive and repressed culture of Edwardian England, and her developing love for a free-spirited young man, George Emerson. The film closely follows the novel by use of chapter titles to distinguish thematic segments.
A Room with a View received universal critical acclaim and was a box-office success. At the 59th Academy Awards, it was nominated for eight Academy Awards (including Best Picture), and won three: Best Adapted Screenplay, Best Art Direction, and Best Costume Design. It also won five British Academy Film Awards and a Golden Globe. In 1999, the British Film Institute placed A Room with a View 73rd on its list of the Top 100 British films of the 20th century.

"
214,Pink Floyd - The Wall (1982),"Drama,Musical,War","Pink Floyd – The Wall is a 1982 British musical film directed by Alan Parker with animated segments by political cartoonist Gerald Scarfe, and is based on the 1979 Pink Floyd album of the same name. The film centres around a solitary rock star named Pink, who, after being driven into insanity by the death of his father and many depressive moments during his lifetime, constructs a metaphorical (and sometimes physical) wall to be protected from the world and emotional situations around him. The screenplay was written by Pink Floyd vocalist and bassist Roger Waters.
Like its musical companion, the film is highly metaphorical, and symbolic imagery and sound are present most commonly. The film is mostly driven by music and does not feature much dialogue. Gerald Scarfe drew and animated 15 minutes of animated sequences, which appear at several points in the film. The film is best known for its imagery of mental isolation, drug use, war, fascism, dark or disturbing animated sequences, sexual situations, violence and gore. Despite its turbulent production and the creators voicing their discontent about the final product, the film has since fared well generally, and has established cult status."
215,Field of Dreams (1989),Drama,"Field of Dreams is a 1989 American fantasy-drama sports film written and directed by Phil Alden Robinson, adapting W. P. Kinsella's novel Shoeless Joe. It stars Kevin Costner, Amy Madigan, James Earl Jones, Ray Liotta and Burt Lancaster in his final film role. It was nominated for three Academy Awards, including for Best Original Score, Best Adapted Screenplay and Best Picture.
In 2017, the film was selected for preservation in the United States National Film Registry by the Library of Congress as being ""culturally, historically, or aesthetically significant""."
216,When Harry Met Sally... (1989),"Comedy,Romance","When Harry Met Sally... is a 1989 American romantic comedy film written by Nora Ephron and directed by Rob Reiner. It stars Billy Crystal as Harry and Meg Ryan as Sally. The story follows the title characters from the time they meet just before sharing a cross-country drive, through twelve years of chance encounters in New York City. The film raises the question ""Can men and women ever just be friends?"" and advances many ideas about relationships that became household concepts, such as ""high-maintenance"" and the ""transitional person"".The origins of the film were derived from Reiner's return to single life after a divorce. An interview Ephron conducted with Reiner provided the basis for Harry. Sally was based on Ephron and some of her friends. Crystal came on board and made his own contributions to the screenplay, making Harry funnier. Ephron supplied the structure of the film with much of the dialogue based on the real-life friendship between Reiner and Crystal. The soundtrack consists of standards performed by Harry Connick Jr., with a big band and orchestra arranged by Marc Shaiman. For his work on the soundtrack, Connick won his first Grammy Award for Best Jazz Male Vocal Performance.
Columbia Pictures released When Harry Met Sally... in select cities, letting word of mouth generate interest, before gradually expanding distribution. The film grossed $92.8 million in North America. Ephron received a British Academy Film Award, an Oscar nomination, and a Writers Guild of America Award nomination for her screenplay. The film is ranked 23rd on AFI's 100 Years... 100 Laughs list of the top comedy films in American cinema and number 60 on Bravo's ""100 Funniest Movies"". In early 2004, the film was adapted for the stage in a production starring Luke Perry and Alyson Hannigan.

"
217,Bram Stoker's Dracula (1992),"Horror,Romance","Bram Stoker's Dracula is a 1992 American gothic horror film directed and produced by Francis Ford Coppola, based on the novel Dracula by Bram Stoker. It stars Gary Oldman as Count Dracula, Winona Ryder as Mina Harker, Anthony Hopkins as Professor Abraham Van Helsing, and Keanu Reeves as Jonathan Harker.
Dracula grossed $215 million on a $40 million budget. It was nominated for four Academy Awards and won three for Best Costume Design, Best Sound Editing, and Best Makeup. Its score was composed by Wojciech Kilar; closing credits theme ""Love Song for a Vampire"", written and performed by Annie Lennox, became an international success.

"
218,Cape Fear (1991),Thriller,"Cape Fear is a 1991 American psychological thriller film directed by Martin Scorsese and a remake of the 1962 film of the same name. It stars Robert De Niro, Nick Nolte, Jessica Lange, Joe Don Baker, Juliette Lewis, Robert Mitchum, and Gregory Peck in his final theatrical film role. In addition to Mitchum and Peck, Martin Balsam cameos in the remake; all three starred in the original film. The film tells the story of a convicted rapist, who, mostly by using his newfound knowledge of the law and its numerous loopholes, seeks vengeance against a former public defender, whom he blames for his 14-year imprisonment because of the purposefully faulty defense tactics used during his trial.
Cape Fear marks the seventh collaboration between Scorsese and De Niro. The film received positive reviews and received Oscar and Golden Globe Award nominations for Best Actor (De Niro) and Best Supporting Actress (Juliette Lewis)."
219,"Nightmare on Elm Street, A (1984)",Horror,"A Nightmare on Elm Street is a 1984 American slasher film written and directed by Wes Craven, and produced by Robert Shaye. It is the first installment in the A Nightmare on Elm Street film series and stars Heather Langenkamp, John Saxon, Ronee Blakley, Robert Englund as Freddy Krueger, and Johnny Depp in his film debut. The plot concerns four teenagers living on one street in the fictitious town of Springwood, Ohio, who are invaded and killed in their dreams, and thus killed in reality, by a burnt killer with a bladed leather glove.
Craven filmed A Nightmare on Elm Street on an estimated budget of $1.8 million. The film was released on November 9, 1984, and grossed $57 million worldwide. A Nightmare on Elm Street was met with rave critical reviews and is considered to be one of the greatest horror films ever made, spawning a franchise consisting of six sequels, a television series, a crossover with Friday the 13th, and various other merchandise. A remake of the same name was released in 2010.The film is credited with using many of the tropes found in the low-budget horror films of the 1970s and 1980s that originated with John Carpenter's Halloween (1978) and led this subgenre to be called the slasher film. The film includes a morality play where sexually promiscuous teenagers are killed. Critics and film historians state that the film's premise is the struggle to define the distinction between dreams and reality, manifested by the lives and dreams of the teens in the film. Critics today praise the film's ability to transgress ""the boundaries between the imaginary and real"", toying with audience perceptions. The film was followed by A Nightmare on Elm Street 2: Freddy's Revenge."
220,"Mirror Has Two Faces, The (1996)","Comedy,Romance","The Mirror Has Two Faces is a 1996 American romantic comedy-drama film produced and directed by Barbra Streisand, who also stars. The screenplay by Richard LaGravenese is loosely based on the 1958 French film Le Miroir à deux faces written by André Cayatte and Gérard Oury, which focused on a homely woman who becomes a beauty, which creates problems in her marriage.
The film also stars Jeff Bridges, Pierce Brosnan, George Segal, Mimi Rogers, Brenda Vaccaro, and Lauren Bacall.
Streisand, Marvin Hamlisch, Robert John ""Mutt"" Lange, and Bryan Adams composed the film's theme song, ""I Finally Found Someone"". Streisand sang it on the soundtrack with Adams."
221,Breaking the Waves (1996),Drama,"Breaking the Waves is a 1996 drama film directed and co-written by Lars von Trier and starring Emily Watson. Set in the Scottish Highlands in the early 1970s, it is about an unusual young woman and of the love she has for her husband, who asks her to have sex with other men when he becomes immobilized from a work accident. The film is an international co-production led by von Trier's Danish company Zentropa. It is the first film in Trier's Golden Heart Trilogy which also includes The Idiots (1998) and Dancer in the Dark (2000).
As von Trier's first film made after his founding of the Dogme 95 movement, it is heavily influenced by the movement's style and ethos, although the film breaks several of the rules laid out by the movement's manifesto. Breaking the Waves has been described as ""perhaps von Trier's most widely acclaimed film"", and has won numerous awards including the Grand Prix  at the 1996 Cannes Film Festival."
222,Star Trek: First Contact (1996),"Action,Adventure,Sci-Fi","Star Trek: First Contact is a 1996 American science fiction film directed by Jonathan Frakes (in his directorial debut) and based on the franchise Star Trek. It is the eighth film in the Star Trek film series, as well as the second to star the cast of Star Trek: The Next Generation. In the film, the crew of the USS Enterprise-E travel back in time from the 24th century to the mid 21st-century in order to stop the cybernetic Borg from conquering Earth by changing their past.
After the release of Star Trek Generations in 1994, Paramount Pictures tasked writers Brannon Braga and Ronald D. Moore with developing the next film in the series. Braga and Moore wanted to feature the Borg in the plot, while producer Rick Berman wanted a story involving time travel. The writers combined the two ideas; they initially set the film during the European Renaissance, but changed the time period that the Borg corrupted to the mid-21st century, after fearing the Renaissance idea would be ""too kitsch"". After two better-known directors turned down the job, cast member Jonathan Frakes was chosen to direct to make sure the task fell to someone who understood Star Trek.
The film's script required the creation of new starship designs, including a new USS Enterprise. Production designer Herman Zimmerman and illustrator John Eaves collaborated to make a sleeker ship than its predecessor. Principal photography began with weeks of location shooting in Arizona and California, before production moved to new sets for the ship-based scenes. The Borg were redesigned to appear as though they were converted into machine beings from the inside-out; the new makeup sessions took four times as long as their appearances on the television series. Effects company Industrial Light & Magic rushed to complete the film's special effects in less than five months. Traditional optical effects techniques were supplemented with computer-generated imagery. Jerry Goldsmith and his son Joel Goldsmith collaborated to produce the film's score.
Star Trek: First Contact was released on November 22, 1996, and was the highest-grossing film on its opening weekend. It eventually made $92 million in the United States and Canada with an additional $54 million in other territories, combining a worldwide total of $146 million. Critical reception was mostly positive; critics including Roger Ebert considered it to be one of the best Star Trek films, and it was the most positively reviewed film in the franchise (93% of reviews were positive) until being marginally surpassed (94%) by the 2009 reboot film. The Borg and the special effects were lauded, while characterization was less evenly received. Scholarly analysis of the film has focused on Captain Jean-Luc Picard's parallels to Herman Melville's Ahab and the nature of the Borg. First Contact was nominated for the Academy Award for Best Makeup and won three Saturn Awards."
223,Sling Blade (1996),"Drama,Thriller","Sling Blade is a 1996 American drama film written and directed by Billy Bob Thornton, who also stars in the lead role. Set in rural Arkansas (filmed in Benton, Arkansas) the film tells the story of a man named Karl Childers who has an intellectual disability and is released from a psychiatric hospital, where he has lived since killing his mother and her lover when he was 12 years old, and the friendship he develops with a young boy and his mother. In addition to Thornton, it stars Dwight Yoakam, J. T. Walsh, John Ritter, Lucas Black, Natalie Canerday, James Hampton, and Robert Duvall.
The film was adapted by Thornton from his previous one-man show entitled Swine Before Pearls, from which he developed a screenplay for the short film Some Folks Call It a Sling Blade, directed by George Hickenlooper. Sling Blade proved to be a sleeper hit, launching Thornton into stardom. It won the Oscar for Best Writing, Adapted Screenplay, and Thornton was nominated for Best Actor in a Leading Role. The music for the soundtrack was provided by French Canadian artist/producer Daniel Lanois.
Sling Blade was filmed on location in Benton, Arkansas.It was produced by David L. Bushell and Brandon Rosser."
224,Ridicule (1996),Drama,"Ridicule (French pronunciation: ​[ʁidikyl]) is a 1996 French period drama film directed by Patrice Leconte and starring Charles Berling, Jean Rochefort, Fanny Ardant and Judith Godrèche. Set in the 18th century at the decadent court of Versailles, where social status can rise and fall based on one's ability to mete out witty insults and avoid ridicule oneself, the film's plot examines the social injustices of late 18th-century France, in showing the corruption and callousness of the aristocrats."
225,101 Dalmatians (1996),"Children's,Comedy","101 Dalmatians is a 1996 American live-action comedy adventure film based on Walt Disney's animated  1961 movie adaptation of Dodie Smith's 1956 novel The Hundred and One Dalmatians. Directed by Stephen Herek and co-produced by John Hughes and Ricardo Mestres, it stars Glenn Close,  Jeff Daniels, Joely Richardson, Joan Plowright, Hugh Laurie, Mark Williams and Tim McInnerny. Unlike the 1961 film, none of the animals have speaking voices in this version.
101 Dalmatians was released on November 27, 1996. It grossed $320.6 million in theaters against a $75 million budget. Close was nominated for a Golden Globe Award for Best Actress – Motion Picture Musical or Comedy. The film was also nominated for a BAFTA award for best makeup effects. A sequel, 102 Dalmatians, was released on November 22, 2000 with Close and McInnerny reprising their roles; a live-action spin-off/prequel directed by Craig Gillespie will be released on May 28, 2021."
226,Die Hard 2 (1990),"Action,Thriller","Die Hard is an American action film series that originated with Roderick Thorp's novel Nothing Lasts Forever. All five films revolve around the character of John McClane (portrayed by Bruce Willis), a New York City/Los Angeles police detective who continually finds himself in the middle of violent crises and intrigues where he is the only hope against disaster. The films have grossed a combined $1.4 billion worldwide. Die Hard, Die Hard 2, and Live Free or Die Hard received positive reviews from critics, while Die Hard with a Vengeance received mixed reviews, and A Good Day to Die Hard was negatively received."
227,Star Trek VI: The Undiscovered Country (1991),"Action,Adventure,Sci-Fi","Star Trek VI: The Undiscovered Country is a 1991 American science fiction film directed by Nicholas Meyer. It is the sixth feature film based on Star Trek, and a sequel to the 1966–1969 Star Trek television series. Taking place after the events of Star Trek V: The Final Frontier, it is the last film featuring the entire cast of the original series. After the destruction of the Klingon moon Praxis leads the Klingon Empire to pursue peace with their longtime adversary the Federation, the crew of the USS Enterprise must race against unseen conspirators with a militaristic agenda.
The sixth film in the series was initially planned as a prequel to the original series, with younger actors portraying the crew of the Enterprise while attending Starfleet Academy, but the idea was discarded because of negative reaction from the original cast and the fans. Faced with producing a new film in time for Star Trek's 25th anniversary, Meyer, who previously directed Star Trek II: The Wrath of Khan (1982), and Denny Martin Flinn wrote a script based on a suggestion from Leonard Nimoy about what would happen if ""the Wall came down in space"", touching on the contemporary events of the Cold War.
Principal photography took place between April and September 1991. The production budget was smaller than anticipated because of the critical and commercial disappointment of The Final Frontier. Because of a lack of sound stage space on the Paramount lot, many scenes were filmed around Hollywood. Meyer and cinematographer Hiro Narita aimed for a darker and more dramatic mood, subtly altering sets originally used for the television series Star Trek: The Next Generation. Producer Steven-Charles Jaffe led a second unit that filmed on an Alaskan glacier that stood in for a Klingon gulag. Cliff Eidelman produced the film's score, which is intentionally darker than previous Star Trek offerings.
Star Trek VI: The Undiscovered Country was released in North America on December 6, 1991, by Paramount Pictures. It garnered positive reviews, with publications praising the lighthearted acting and facetious references, and performed strongly at the box office. It posted the largest opening weekend gross of the series before going on to earn $96,888,996 worldwide. The film earned two Oscar nominations, for Best Makeup and Best Sound Effects, and is the only Star Trek movie to win the Saturn Award for Best Science Fiction Film. A special collectors' edition DVD version of the film was released in 2004, to which Meyer made minor alterations. Star Trek creator Gene Roddenberry died shortly before the movie's premiere, just days after viewing the film."
228,Star Trek: The Wrath of Khan (1982),"Action,Adventure,Sci-Fi","Star Trek II: The Wrath of Khan is a 1982 American science fiction film directed by Nicholas Meyer and based on the television series Star Trek. It is the second film in the Star Trek film series, and is a sequel to Star Trek: The Motion Picture (1979). The plot features Admiral James T. Kirk (William Shatner) and the crew of the starship USS Enterprise facing off against the genetically engineered tyrant Khan Noonien Singh (Ricardo Montalbán), a character who first appeared in the 1967 Star Trek episode ""Space Seed"". When Khan escapes from a 15-year exile to exact revenge on Kirk, the crew of the Enterprise must stop him from acquiring a powerful terraforming device named Genesis. The film is the beginning of a story arc that continues with the film Star Trek III: The Search for Spock (1984) and concludes with the film Star Trek IV: The Voyage Home (1986).
After the lackluster critical response to the first film, series creator Gene Roddenberry was forced out of the sequel's production. Executive producer Harve Bennett wrote the film's original outline, which Jack B. Sowards developed into a full script. Meyer completed its final script in twelve days, without accepting a writing credit. Meyer's approach evoked the swashbuckling atmosphere of the original series, a theme reinforced by James Horner's musical score. Leonard Nimoy had not intended to have a role in the sequel, but was enticed back on the promise that his character would be given a dramatic death scene. Negative test audience reaction to Spock's death led to significant revisions of the ending over Meyer's objections. The production team used various cost-cutting techniques to keep within budget, including utilizing miniature models from past projects and reusing sets, effects footage, and costumes from the first film. Among the film's technical achievements is being the first feature film to contain a sequence created entirely with computer graphics.
The Wrath of Khan was released in North America on June 4, 1982 by Paramount Pictures. It was a box office success, earning US$97 million (equivalent to about $257M in 2019) worldwide and setting a world record for its first-day box office gross. Critical reaction to the film was positive; reviewers highlighted Khan's character, the film's pacing, and the character interactions as strong elements. Negative reactions focused on weak special effects and some of the acting. The Wrath of Khan is considered by many to be the best film in the Star Trek series, and is often credited with renewing substantial interest in the franchise.

"
229,Star Trek III: The Search for Spock (1984),"Action,Adventure,Sci-Fi","Star Trek III: The Search for Spock is a 1984 American science fiction film, written by Harve Bennett, directed by Leonard Nimoy, and based on the television series Star Trek. It is the third film in the Star Trek film series, and is the second part of a three-film story arc that begins with Star Trek II: The Wrath of Khan (1982) and concludes with Star Trek IV: The Voyage Home (1986). After the death of Spock (Nimoy), the crew of the USS Enterprise returns to Earth. When James T. Kirk (William Shatner) learns that Spock's spirit, or katra, is held in the mind of Dr. Leonard ""Bones"" McCoy (DeForest Kelley), Kirk and company steal the Enterprise to return Spock's body to his homeworld. The crew must also contend with hostile Klingons led by Kruge (Christopher Lloyd) who are bent on stealing the secrets of a powerful terraforming device.
Paramount Pictures commissioned the film after the positive critical and commercial reaction to The Wrath of Khan. Nimoy directed the film, becoming the first Star Trek cast member to do so. Producer Harve Bennett wrote the script starting from the end and working back, and intended the destruction of the Enterprise to be a shocking development. Bennett and Nimoy collaborated with effects house Industrial Light & Magic to develop storyboards and new ship designs; ILM also handled the film's many special effects sequences. Aside from a single day of location shooting, all of the film's scenes were shot on Paramount and ILM soundstages. Composer James Horner returned to expand his themes from the previous film.
The Search for Spock opened on June 1, 1984. In its first week of release, the film grossed over $16 million from almost 2,000 theaters across North America. It went on to gross $76 million at the domestic box office, with a total of $87 million worldwide. Critical reaction to The Search for Spock was positive, but notably less so than the previous film. Reviewers generally praised the cast and characters, while criticism tended to focus on the plot; the special effects were conflictingly received. Roger Ebert called the film a compromise between the tones of the first and second Star Trek films. The Search for Spock has since been released on multiple home video formats, including VHS, DVD, and Blu-ray high definition discs."
230,Star Trek IV: The Voyage Home (1986),"Action,Adventure,Sci-Fi","Star Trek IV: The Voyage Home is a 1986 American science fiction film directed by Leonard Nimoy and based on the television series Star Trek. It is the fourth feature installment in the Star Trek film series, and is a sequel to Star Trek III: The Search for Spock (1984); it completes the story arc begun in Star Trek II: The Wrath of Khan (1982) and continued in The Search for Spock. Intent on returning home to Earth to face trial for their actions in the previous film, the former crew of the USS Enterprise finds the planet in grave danger from an alien probe attempting to contact now-extinct humpback whales. The crew travel to Earth's past to find whales who can answer the probe's call.
After directing The Search for Spock, cast member Leonard Nimoy was asked to direct the next feature, and given greater freedom regarding the film's content. Nimoy and producer Harve Bennett conceived a story with an environmental message and no clear-cut villain. Dissatisfied with the first screenplay produced by Steve Meerson and Peter Krikes, Paramount hired The Wrath of Khan writer and director Nicholas Meyer. Meyer and Bennett divided the story between them and wrote different parts of the script, requiring approval from Nimoy, lead actor William Shatner, and Paramount. Principal photography commenced on February 24, 1986. Unlike previous Star Trek films, The Voyage Home was shot extensively on location; many real settings and buildings were used as stand-ins for scenes set around and in the city of San Francisco. Special effects firm Industrial Light & Magic assisted in post-production and the film's special effects. Few of the humpback whales in the film were real: ILM devised full-size animatronics and small motorized models to stand in for the real creatures. The film was dedicated to the crew of the Space Shuttle Challenger, which broke up 73 seconds after takeoff on the morning of January 28, 1986.
The Voyage Home was released on November 26, 1986 in North America by Paramount Pictures, and became the top-grossing film at the weekend box office. The film's humor and unconventional story were well-received by critics, fans of the series, and the general audience. It was financially successful, earning $133 million worldwide, and earned several awards and four Oscar nominations for its cinematography and audio."
231,Batman Returns (1992),"Action,Adventure,Comedy,Crime","Batman Returns is a 1992 American superhero film directed by Tim Burton and produced by Denise Di Novi and Burton, based on the DC Comics character Batman. The sequel to the 1989 film Batman, it is the second installment of Warner Bros. initial Batman film series, and stars Michael Keaton as Bruce Wayne / Batman, alongside Danny DeVito, Michelle Pfeiffer, Christopher Walken, Michael Gough, Pat Hingle, and Michael Murphy. In Batman Returns, Batman must prevent the Penguin from killing all of Gotham City's firstborn sons, while dealing with Catwoman, who seeks vengeance against Max Shreck, a corrupt tycoon who seeks to bring Gotham City under his control.
Burton originally did not want to direct another Batman film. Warner Bros. developed a script with Sam Hamm which had the Penguin and Catwoman going after hidden treasure. Burton agreed to return after they granted him more creative control and replaced Hamm with Daniel Waters. Wesley Strick was later chosen to do an uncredited rewrite shortly before filming. This included normalizing dialogue, fleshing out the Penguin's motivations and master plan and removing scenes due to budget concerns. Strick continued working as the on-set writer through filming. Annette Bening was originally cast as Catwoman but became pregnant and was replaced with Pfeiffer.
Batman Returns was released on June 19, 1992. It grossed $266.8 million worldwide on a budget of $80 million and received positive reviews. Critics praised its action sequences, performances, Danny Elfman's score, effects, and villains, although its dark tone was criticized. The film was nominated for two Academy Awards: Best Visual Effects and Best Makeup, as well as two BAFTA awards. A sequel, Batman Forever, was released in 1995, with Val Kilmer replacing Keaton as Batman."
232,Young Guns (1988),"Action,Comedy,Western","Young Guns is a 1988 American Western film directed by Christopher Cain and written by John Fusco. The film is the first to be produced by Morgan Creek Productions. The film stars Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Charlie Sheen, Dermot Mulroney, Casey Siemaszko, Terence Stamp, Terry O'Quinn, Brian Keith, and Jack Palance.The film is a  retelling of the adventures of Billy the Kid during the Lincoln County War, which took place in New Mexico during 1877–78. It was filmed in and around  New Mexico. Historian Dr. Paul Hutton called Young Guns the most historically accurate of all prior Billy the Kid films.  It opened no. 1 at the box office, eventually earning $45 million from a moderate $11 million budget. A sequel, Young Guns II, was released in 1990."
233,Under Siege (1992),Action,"Under Siege is a 1992 American action-thriller film directed by Andrew Davis and written by J. F. Lawton. It stars Steven Seagal as an ex-Navy SEAL who must stop a group of mercenaries, led by Tommy Lee Jones, on the U.S. Navy battleship USS Missouri. It is Seagal's most successful film in critical and financial terms, including two Oscar nominations for sound production. The musical score was composed by Gary Chang. It was followed by a 1995 sequel, Under Siege 2: Dark Territory."
234,Jaws (1975),"Action,Horror","Jaws is a 1975 American thriller film directed by Steven Spielberg and based on Peter Benchley's 1974 novel of the same name. In the film, a giant man-eating great white shark attacks beachgoers at a New England summer resort town, prompting police chief Martin Brody (Roy Scheider) to hunt it with the help of a marine biologist (Richard Dreyfuss) and a professional shark hunter (Robert Shaw). Murray Hamilton plays the mayor, and Lorraine Gary portrays Brody's wife. The screenplay is credited to Benchley, who wrote the first drafts, and actor-writer Carl Gottlieb, who rewrote the script during principal photography.
Shot mostly on location on Martha's Vineyard in Massachusetts, Jaws had a troubled production, going over budget and past schedule. As the art department's mechanical sharks often malfunctioned, Spielberg decided to mostly suggest the shark's presence, employing an ominous and minimalistic theme created by composer John Williams to indicate its impending appearances. Spielberg and others have compared this suggestive approach to that of thriller director Alfred Hitchcock. Universal Pictures gave the film what was then an exceptionally wide release for a major studio picture, on over 450 screens, accompanied by an extensive marketing campaign with a heavy emphasis on television spots and tie-in merchandise.
Considered one of the greatest films ever made, Jaws was the prototypical summer blockbuster, regarded as a watershed moment in motion picture history, and it won several awards for its music and editing. It was the highest-grossing film until the release of Star Wars in 1977. Both films were pivotal in establishing the modern Hollywood business model, which pursues high box-office returns from action and adventure films with simple high-concept premises, released during the summer in thousands of theaters and heavily advertised. Jaws was followed by three sequels, all without Spielberg or Benchley, and many imitative thrillers. In 2001, it was selected by the Library of Congress for preservation in the United States National Film Registry as ""culturally, historically, or aesthetically significant""."
235,Mars Attacks! (1996),"Action,Comedy,Sci-Fi,War","Mars Attacks! is a 1996 American comic science fiction film directed by Tim Burton, who also co-produced it with Larry J. Franco. The screenplay, which was based on the cult trading card series of the same name, was written by Jonathan Gems. The film features an ensemble cast consisting of Jack Nicholson (in a dual role), Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito, Martin Short, Sarah Jessica Parker, Michael J. Fox, Rod Steiger, Tom Jones, Lukas Haas, Natalie Portman, Jim Brown, Lisa Marie Smith and Sylvia Sidney.
Alex Cox had tried to make a Mars Attacks film in the 1980s before Burton and Gems began development in 1993. When Gems turned in his first draft in 1994, Warner Bros. commissioned rewrites from Gems, Burton, Scott Alexander and Larry Karaszewski in an attempt to lower the budget to $60 million. The final production budget came to $80 million, while Warner Bros. spent another $20 million on the Mars Attacks! marketing campaign. Filming took place from February to November 1996. The film was shot in California, Nevada, Kansas, Arizona and Argentina.
The filmmakers hired Industrial Light & Magic to create the Martians using computer animation after their previous plan to use stop motion animation, supervised by Barry Purves, fell through because of budget limitations. Mars Attacks! was released theatrically by Warner Bros. Pictures in the United States on December 13, 1996 and received mixed reviews from critics. The film is now considered a cult film. The film grossed approximately $101 million in box office totals, which was seen as a disappointment at the time. Mars Attacks! was nominated for the Hugo Award for Best Dramatic Presentation and earned multiple nominations at the Saturn Awards.

"
236,Citizen Ruth (1996),"Comedy,Drama","Citizen Ruth is a 1996 American comedy film written by Jim Taylor and Alexander Payne. The film is the directorial debut of Payne. It stars Laura Dern in the title role of a poor, irresponsible and pregnant woman who unexpectedly attracts attention from those involved in the abortion debate.
The film premiered at the Sundance Film Festival in January 1996. It later opened in limited release in the United States on December 13, 1996."
237,Jerry Maguire (1996),"Drama,Romance","Jerry Maguire is a 1996 American romantic comedy-drama sports film written, produced, and directed by Cameron Crowe, and stars Tom Cruise, Cuba Gooding Jr. and Renée Zellweger. Produced in part by long time Simpsons producer James L. Brooks, it was inspired by sports agent Leigh Steinberg, who acted as technical consultant on the crew. It was released in North American theaters on December 13, 1996, produced by Gracie Films and distributed by TriStar Pictures.
The film received critical acclaim, with critics praising its acting and writing. The film was a financial success, bringing in more than $273 million worldwide against its $50 million budget. It was the ninth-highest-grossing film of 1996.
The film was nominated for five Academy Awards, including Best Picture and Best Actor for Tom Cruise, with Cuba Gooding Jr. winning the Academy Award for Best Supporting Actor. The film was also nominated for three Golden Globes, with Tom Cruise winning for Best Actor - Motion Picture Musical or Comedy, and three Screen Actors Guild Awards, with Cuba Gooding Jr. winning Best Supporting Actor."
238,Raising Arizona (1987),Comedy,"Raising Arizona is a 1987 American crime comedy film directed by Joel Coen, produced by Ethan Coen, and written by Joel and Ethan. It stars Nicolas Cage as H.I. ""Hi"" McDunnough, an ex-convict, and Holly Hunter as Edwina ""Ed"" McDunnough, a former police officer and Hi's wife. Other members of the cast include Trey Wilson, William Forsythe, John Goodman, Frances McDormand, Sam McMurray, and Randall ""Tex"" Cobb.
The Coen brothers set out to work on the film with the intention of making a film as different from their first feature as possible, with a lighter sense of humor and a faster pace. Raising Arizona received mixed reviews at the time of its release. Some criticized it as too self-conscious, manneristic, and unclear as to whether it was fantasy or realism. Other critics praised the film for its originality.The film ranks 31st on the American Film Institute's 100 Years...100 Laughs list, and 45th on Bravo's ""100 Funniest Movies"" list. Raising Arizona was released in the United States on March 13, 1987.

"
